,Unnamed: 0,Name,Age,Overall,Potential,Club,Value,Wage,Acceleration,Aggression,Ball control,Dribbling,Finishing,Shot power,Strength,Sprint speed,Stamina,Preferred Positions,Thou/Mill,Value Int,Wage Int,Preferred Position,age group,class group
1212,1212,S. Sinclair,28,77,77,Celtic,€9M,€60K,92.0,45.0,77.0,80.0,76.0,75.0,62.0,91.0,89.0,LM ,Mill,9000000.0,60000.0,LM,24-30,Pro
1211,1211,J. Ménez,30,77,77,Antalyaspor,€8.5M,€24K,77.0,48.0,86.0,86.0,76.0,68.0,63.0,78.0,69.0,LW ST ,Mill,8000000.0,24000.0,LW,24-30,Pro
1210,1210,J. Clasie,26,77,80,Club Brugge KV,€9M,€72K,65.0,85.0,82.0,70.0,55.0,80.0,69.0,62.0,73.0,CM CDM ,Mill,9000000.0,72000.0,CM,24-30,Pro
1209,1209,A. Schöpf,23,77,82,FC Schalke 04,€12M,€35K,79.0,60.0,79.0,80.0,72.0,68.0,58.0,77.0,95.0,RW RWB RM ,Mill,12000000.0,35000.0,RW,18-24,Pro
1208,1208,P. Schick,21,77,87,Roma,€14.5M,€34K,75.0,59.0,80.0,80.0,79.0,72.0,71.0,77.0,68.0,ST ,Mill,14000000.0,34000.0,ST,18-24,Pro
1207,1207,Ari,31,77,77,Lokomotiv Moscow,€8M,€49K,79.0,76.0,80.0,75.0,77.0,80.0,82.0,75.0,76.0,RW ST ,Mill,8000000.0,49000.0,RW,30-36,Pro
1205,1205,D. Janmaat,27,77,77,Watford,€7.5M,€53K,72.0,84.0,76.0,74.0,55.0,76.0,75.0,75.0,92.0,RWB RB ,Mill,7000000.0,53000.0,RW,24-30,Pro
1194,1194,J. Shelvey,25,77,82,Newcastle United,€11.5M,€66K,61.0,83.0,75.0,74.0,67.0,85.0,76.0,62.0,77.0,CDM CM ,Mill,11000000.0,66000.0,CD,24-30,Pro
1204,1204,L. Holtby,26,77,78,Hamburger SV,€10.5M,€38K,74.0,74.0,80.0,78.0,65.0,72.0,65.0,67.0,86.0,CM CAM ,Mill,10000000.0,38000.0,CM,24-30,Pro
1203,1203,Sergio Álvarez,25,77,81,Real Sporting de Gijón,€11.5M,€14K,70.0,74.0,76.0,61.0,60.0,81.0,73.0,68.0,85.0,CDM CM ,Mill,11000000.0,14000.0,CD,24-30,Pro
1202,1202,F. Higuaín,32,77,77,Columbus Crew SC,€7M,€11K,73.0,65.0,77.0,75.0,72.0,75.0,59.0,61.0,68.0,CF CAM ,Mill,7000000.0,11000.0,CF,30-36,Pro
1201,1201,A. Chedjou,32,77,77,İstanbul Başakşehir FK,€5M,€27K,67.0,76.0,62.0,62.0,49.0,70.0,83.0,66.0,73.0,CB ,Mill,5000000.0,27000.0,CB,30-36,Pro
1200,1200,S. Cook,26,77,81,Bournemouth,€9.5M,€61K,60.0,77.0,68.0,54.0,24.0,47.0,82.0,53.0,68.0,CB ,Mill,9000000.0,61000.0,CB,24-30,Pro
1199,1199,R. Funes Mori,26,77,81,Everton,€9.5M,€88K,66.0,83.0,68.0,63.0,40.0,69.0,79.0,70.0,72.0,CB ,Mill,9000000.0,88000.0,CB,24-30,Pro
1198,1198,J. Maidana,31,77,77,River Plate,€6M,€23K,51.0,82.0,61.0,39.0,32.0,45.0,85.0,68.0,64.0,CB ,Mill,6000000.0,23000.0,CB,30-36,Pro
1197,1197,L. Fer,27,77,78,Swansea City,€10M,€68K,70.0,80.0,75.0,78.0,71.0,85.0,75.0,72.0,90.0,CDM CAM CM ,Mill,10000000.0,68000.0,CD,24-30,Pro
1196,1196,R. Vormer,29,77,77,Club Brugge KV,€8.5M,€28K,65.0,77.0,72.0,65.0,74.0,77.0,75.0,64.0,92.0,RM CM ,Mill,8000000.0,28000.0,RM,24-30,Pro
1195,1195,G. Kondogbia,24,77,81,Valencia CF,€10M,€48K,68.0,68.0,78.0,78.0,63.0,86.0,86.0,73.0,84.0,CM CDM ,Mill,10000000.0,48000.0,CM,18-24,Pro
1167,1167,B. Oczipka,28,77,77,FC Schalke 04,€7M,€39K,66.0,76.0,74.0,73.0,50.0,75.0,76.0,75.0,79.0,LM LWB LB ,Mill,7000000.0,39000.0,LM,24-30,Pro
1166,1166,Rafael Tolói,26,77,80,Atalanta,€9M,€28K,63.0,78.0,62.0,55.0,28.0,75.0,71.0,54.0,60.0,CB ,Mill,9000000.0,28000.0,CB,24-30,Pro
1164,1164,M. Diouf,29,77,77,Stoke City,€9M,€77K,81.0,77.0,70.0,65.0,77.0,80.0,80.0,85.0,84.0,RM RWB ST ,Mill,9000000.0,77000.0,RM,24-30,Pro
1125,1125,S. Terodde,29,77,77,VfB Stuttgart,€9M,€33K,64.0,74.0,73.0,63.0,81.0,79.0,84.0,74.0,68.0,ST ,Mill,9000000.0,33000.0,ST,24-30,Pro
1136,1136,S. Okaka,27,77,77,Watford,€9.5M,€63K,67.0,73.0,75.0,75.0,74.0,81.0,93.0,77.0,73.0,ST ,Mill,9000000.0,63000.0,ST,24-30,Pro
1134,1134,T. Lagardo,29,77,77,Universidad de Chile,€6.5M,€15K,88.0,68.0,71.0,76.0,45.0,78.0,33.0,86.0,82.0,LM LB ,Mill,6000000.0,15000.0,LM,24-30,Pro
1133,1133,A. Lennon,30,77,77,Everton,€8.5M,€97K,84.0,57.0,80.0,82.0,65.0,64.0,59.0,82.0,70.0,RM ,Mill,8000000.0,97000.0,RM,24-30,Pro
1132,1132,J. Willems,23,77,81,Eintracht Frankfurt,€9.5M,€25K,77.0,76.0,80.0,77.0,54.0,78.0,75.0,81.0,75.0,LB ,Mill,9000000.0,25000.0,LB,18-24,Pro
1131,1131,A. Veznera,29,77,77,Colo-Colo,€6.5M,€9K,81.0,96.0,72.0,71.0,54.0,84.0,82.0,82.0,89.0,LM LB ,Mill,6000000.0,9000.0,LM,24-30,Pro
1130,1130,C. Stuani,30,77,77,Girona CF,€8.5M,€30K,70.0,77.0,72.0,71.0,76.0,79.0,77.0,68.0,83.0,RM ST ,Mill,8000000.0,30000.0,RM,24-30,Pro
1129,1129,J. Campbell,25,77,80,Real Betis Balompié,€11M,€92K,86.0,70.0,77.0,79.0,70.0,82.0,74.0,85.0,66.0,CAM LM RM ,Mill,11000000.0,92000.0,CA,24-30,Pro
1128,1128,Fábio Coentrão,29,77,77,Sporting CP,€6.5M,€125K,77.0,82.0,72.0,81.0,65.0,69.0,64.0,73.0,68.0,LM LB ,Mill,6000000.0,125000.0,LM,24-30,Pro
1127,1127,R. Zobnin,23,77,84,Spartak Moscow,€10.5M,€48K,74.0,70.0,77.0,79.0,55.0,52.0,63.0,78.0,90.0,LM CM CDM ,Mill,10000000.0,48000.0,LM,18-24,Pro
1126,1126,Recio,26,77,81,Málaga CF,€9.5M,€24K,58.0,89.0,77.0,72.0,58.0,81.0,68.0,54.0,75.0,CM CDM ,Mill,9000000.0,24000.0,CM,24-30,Pro
1123,1123,M. Debuchy,31,77,77,Arsenal,€6M,€88K,71.0,79.0,73.0,72.0,59.0,74.0,71.0,68.0,70.0,RB ,Mill,6000000.0,88000.0,RB,30-36,Pro
1163,1163,Bruno César,28,77,77,Sporting CP,€9M,€20K,62.0,79.0,80.0,82.0,72.0,87.0,69.0,63.0,72.0,CM LB CAM LM ,Mill,9000000.0,20000.0,CM,24-30,Pro
1122,1122,M. Gradel,29,77,77,Toulouse FC,€8.5M,€69K,86.0,59.0,77.0,82.0,73.0,73.0,55.0,85.0,71.0,LM CAM ,Mill,8000000.0,69000.0,LM,24-30,Pro
1121,1121,J. De Guzmán,29,77,77,Eintracht Frankfurt,€8.5M,€33K,79.0,58.0,82.0,80.0,68.0,84.0,65.0,78.0,69.0,CM CAM ,Mill,8000000.0,33000.0,CM,24-30,Pro
1120,1120,P. Hidalgado,25,77,77,Colo-Colo,€10M,€10K,81.0,52.0,73.0,72.0,76.0,85.0,72.0,81.0,61.0,CF ST ,Mill,10000000.0,10000.0,CF,24-30,Pro
1119,1119,F. Roncaglia,30,77,77,RC Celta de Vigo,€6.5M,€24K,63.0,74.0,69.0,59.0,38.0,80.0,73.0,70.0,66.0,LB RB CB ,Mill,6000000.0,24000.0,LB,24-30,Pro
1118,1118,A. Nyom,29,77,77,West Bromwich Albion,€6.5M,€65K,72.0,80.0,72.0,68.0,27.0,74.0,86.0,78.0,84.0,RB LB ,Mill,6000000.0,65000.0,RB,24-30,Pro
1117,1117,M. Ekici,27,77,77,Fenerbahçe SK,€9.5M,€66K,75.0,70.0,80.0,78.0,65.0,85.0,68.0,75.0,74.0,CDM CM CAM ,Mill,9000000.0,66000.0,CD,24-30,Pro
1116,1116,A. Masiello,31,77,77,Atalanta,€6M,€28K,66.0,77.0,60.0,54.0,23.0,63.0,71.0,62.0,68.0,RB CB ,Mill,6000000.0,28000.0,RB,30-36,Pro
1115,1115,L. Pellegrini,21,77,85,Roma,€13M,€48K,78.0,71.0,77.0,76.0,60.0,74.0,70.0,75.0,78.0,CM ,Mill,13000000.0,48000.0,CM,18-24,Pro
1114,1114,A. Berezutskiy,35,77,77,CSKA Moscow,€2.1M,€31K,34.0,79.0,47.0,50.0,33.0,73.0,86.0,55.0,55.0,CB ,Mill,2000000.0,31000.0,CB,30-36,Pro
1113,1113,P. Jansson,26,77,79,Leeds United,€9M,€37K,54.0,80.0,66.0,62.0,29.0,68.0,90.0,69.0,68.0,CB ,Mill,9000000.0,37000.0,CB,24-30,Pro
1137,1137,Aritz Elustondo,23,77,84,Real Sociedad,€10.5M,€24K,68.0,73.0,73.0,48.0,26.0,40.0,66.0,74.0,80.0,CB RB ,Mill,10000000.0,24000.0,CB,18-24,Pro
1138,1138,Ricardo Ferreira,24,77,81,SC Braga,€10M,€12K,54.0,76.0,64.0,41.0,26.0,46.0,77.0,56.0,65.0,CB ,Mill,10000000.0,12000.0,CB,18-24,Pro
1139,1139,W. Morgan,33,77,77,Leicester City,€3.6M,€62K,33.0,79.0,61.0,58.0,19.0,52.0,89.0,41.0,70.0,CB ,Mill,3000000.0,62000.0,CB,30-36,Pro
1140,1140,J. Lukaku,22,77,83,Lazio,€10M,€39K,87.0,74.0,75.0,77.0,54.0,74.0,86.0,91.0,78.0,LB ,Mill,10000000.0,39000.0,LB,18-24,Pro
1162,1162,Diogo Jota,20,77,86,Wolverhampton Wanderers,€14M,€45K,83.0,72.0,82.0,84.0,73.0,76.0,65.0,80.0,78.0,ST LW ,Mill,14000000.0,45000.0,ST,18-24,Pro
1161,1161,K. Tete,21,77,83,Olympique Lyonnais,€10.5M,€43K,75.0,81.0,65.0,60.0,30.0,60.0,78.0,79.0,78.0,RB ,Mill,10000000.0,43000.0,RB,18-24,Pro
1160,1160,A. Januzaj,22,77,84,Real Sociedad,€12.5M,€27K,82.0,31.0,81.0,84.0,69.0,58.0,54.0,76.0,55.0,CAM RM LM ,Mill,12000000.0,27000.0,CA,18-24,Pro
1159,1159,P. Hetemaj,30,77,77,Chievo Verona,€8M,€21K,78.0,86.0,78.0,77.0,54.0,76.0,69.0,78.0,91.0,LM CM ,Mill,8000000.0,21000.0,LM,24-30,Pro
1158,1158,W. Hoedt,23,77,83,Southampton,€10.5M,€61K,66.0,78.0,68.0,58.0,30.0,75.0,76.0,66.0,66.0,CB ,Mill,10000000.0,61000.0,CB,18-24,Pro
1157,1157,C. Sánchez,32,77,77,Monterrey,€6.5M,€58K,87.0,77.0,76.0,73.0,69.0,76.0,61.0,89.0,89.0,RM CAM CM ,Mill,6000000.0,58000.0,RM,30-36,Pro
1156,1156,S. Driussi,21,77,85,Zenit St. Petersburg,€13.5M,€54K,84.0,49.0,75.0,73.0,77.0,75.0,72.0,80.0,82.0,LW ST ,Mill,13000000.0,54000.0,LW,18-24,Pro
1155,1155,S. Azmoun,22,77,85,Rubin Kazan,€13.5M,€46K,83.0,67.0,75.0,74.0,78.0,75.0,72.0,82.0,58.0,ST ,Mill,13000000.0,46000.0,ST,18-24,Pro
1154,1154,M. Hinteregger,24,77,82,FC Augsburg,€10M,€23K,64.0,82.0,62.0,55.0,48.0,83.0,82.0,71.0,77.0,CB ,Mill,10000000.0,23000.0,CB,18-24,Pro
1153,1153,M. Kranevitter,24,77,85,Zenit St. Petersburg,€11.5M,€48K,70.0,80.0,71.0,70.0,42.0,61.0,75.0,71.0,80.0,CM CDM ,Mill,11000000.0,48000.0,CM,18-24,Pro
1152,1152,F. Magnanelli,32,77,77,Sassuolo,€5M,€50K,68.0,84.0,74.0,58.0,45.0,72.0,72.0,68.0,72.0,CDM ,Mill,5000000.0,50000.0,CD,30-36,Pro
1151,1151,Mexer,28,77,78,Stade Rennais FC,€8M,€26K,65.0,78.0,69.0,59.0,44.0,49.0,79.0,67.0,74.0,CB ,Mill,8000000.0,26000.0,CB,24-30,Pro
1150,1150,E. Hernández,29,77,77,Club León,€8.5M,€36K,71.0,39.0,81.0,78.0,71.0,72.0,55.0,77.0,77.0,RM ,Mill,8000000.0,36000.0,RM,24-30,Pro
1149,1149,Charles,33,77,77,SD Eibar,€5.5M,€26K,65.0,66.0,85.0,74.0,78.0,83.0,71.0,64.0,64.0,ST ,Mill,5000000.0,26000.0,ST,30-36,Pro
1148,1148,A. Abdennour,27,77,79,Olympique de Marseille,€8.5M,€31K,61.0,83.0,51.0,48.0,48.0,74.0,88.0,64.0,67.0,LB CB ,Mill,8000000.0,31000.0,LB,24-30,Pro
1146,1146,Álvaro,27,77,79,Villarreal CF,€8.5M,€32K,70.0,89.0,64.0,48.0,22.0,48.0,70.0,70.0,74.0,RB CB ,Mill,8000000.0,32000.0,RB,24-30,Pro
1145,1145,M. Lang,26,77,79,FC Basel,€9M,€38K,72.0,69.0,75.0,60.0,68.0,74.0,80.0,75.0,85.0,RM RB ,Mill,9000000.0,38000.0,RM,24-30,Pro
1144,1144,N. Pejčinović,29,77,77,Lokomotiv Moscow,€7M,€43K,43.0,82.0,63.0,45.0,30.0,59.0,78.0,62.0,71.0,RB CB ,Mill,7000000.0,43000.0,RB,24-30,Pro
1143,1143,C. Kouyaté,27,77,79,West Ham United,€8.5M,€83K,71.0,84.0,73.0,68.0,65.0,74.0,88.0,77.0,92.0,RB CB CM CDM ,Mill,8000000.0,83000.0,RB,24-30,Pro
1142,1142,C. Davies,32,77,77,Derby County,€5M,€55K,64.0,68.0,65.0,43.0,35.0,49.0,84.0,64.0,65.0,CB ,Mill,5000000.0,55000.0,CB,30-36,Pro
1141,1141,M. Philipp,23,77,82,Borussia Dortmund,€12M,€53K,82.0,55.0,80.0,81.0,76.0,81.0,68.0,78.0,68.0,RW LW ST CF ,Mill,12000000.0,53000.0,RW,18-24,Pro
991,991,P. Kimpembe,21,77,86,Paris Saint-Germain,€12M,€51K,69.0,75.0,70.0,60.0,31.0,47.0,78.0,69.0,65.0,CB ,Mill,12000000.0,51000.0,CB,18-24,Pro
1038,1038,S. Widmer,24,77,82,Udinese,€10M,€24K,78.0,68.0,76.0,77.0,58.0,76.0,77.0,84.0,88.0,RM RB ,Mill,10000000.0,24000.0,RM,18-24,Pro
989,989,C. Kaboré,29,77,77,FC Krasnodar,€7M,€43K,72.0,83.0,74.0,66.0,53.0,74.0,74.0,70.0,91.0,CM CDM ,Mill,7000000.0,43000.0,CM,24-30,Pro
955,955,N. Burdisso,36,77,77,Torino,€1.2M,€30K,68.0,85.0,52.0,40.0,34.0,24.0,76.0,55.0,55.0,CB ,Mill,1000000.0,30000.0,CB,30-36,Pro
953,953,N. Amiri,20,77,85,TSG 1899 Hoffenheim,€13M,€30K,78.0,38.0,81.0,83.0,65.0,70.0,59.0,69.0,77.0,LM CM CAM ,Mill,13000000.0,30000.0,LM,18-24,Pro
952,952,A. Halilović,21,77,85,UD Las Palmas,€13M,€30K,78.0,40.0,80.0,81.0,61.0,58.0,36.0,74.0,60.0,CM RM CAM ,Mill,13000000.0,30000.0,CM,18-24,Pro
951,951,G. McAuley,37,77,77,West Bromwich Albion,€1.2M,€44K,36.0,81.0,66.0,27.0,50.0,44.0,79.0,31.0,67.0,CB ,Mill,1000000.0,44000.0,CB,Older than 36,Pro
950,950,Dalbert,23,77,84,Inter,€10.5M,€48K,91.0,76.0,75.0,79.0,59.0,72.0,67.0,91.0,82.0,LM LWB LB ,Mill,10000000.0,48000.0,LM,18-24,Pro
949,949,Marcelo,27,77,77,Rio Ave FC,€7.5M,€11K,69.0,73.0,60.0,41.0,24.0,39.0,72.0,70.0,70.0,CB ,Mill,7000000.0,11000.0,CB,24-30,Pro
948,948,D. Bonera,36,77,77,Villarreal CF,€1.2M,€23K,36.0,83.0,51.0,41.0,23.0,60.0,79.0,33.0,34.0,CB ,Mill,1000000.0,23000.0,CB,30-36,Pro
947,947,L. Pavoletti,28,77,77,Cagliari,€9M,€70K,67.0,60.0,74.0,66.0,83.0,80.0,85.0,67.0,69.0,ST ,Mill,9000000.0,70000.0,ST,24-30,Pro
946,946,M. Carcela-González,28,77,77,Olympiakos CFP,€9M,€1K,86.0,38.0,82.0,86.0,72.0,69.0,53.0,80.0,70.0,LM RM ,Mill,9000000.0,1000.0,LM,24-30,Pro
943,943,Jonny,23,77,83,RC Celta de Vigo,€10M,€21K,74.0,80.0,72.0,65.0,28.0,66.0,69.0,79.0,87.0,RB LB ,Mill,10000000.0,21000.0,RB,18-24,Pro
942,942,Luís Hernández,28,77,78,Málaga CF,€8M,€26K,71.0,68.0,73.0,59.0,37.0,70.0,76.0,72.0,81.0,RB CB ,Mill,8000000.0,26000.0,RB,24-30,Pro
941,941,J. Pinola,34,77,77,River Plate,€2.7M,€23K,69.0,80.0,73.0,64.0,38.0,72.0,82.0,70.0,64.0,CB ,Mill,2000000.0,23000.0,CB,30-36,Pro
940,940,Jesé,24,77,81,Stoke City,€11.5M,€64K,87.0,29.0,81.0,81.0,71.0,73.0,62.0,80.0,63.0,ST LM ,Mill,11000000.0,64000.0,ST,18-24,Pro
939,939,E. Choupo-Moting,28,77,77,Stoke City,€9M,€71K,76.0,59.0,83.0,86.0,75.0,77.0,77.0,78.0,75.0,ST LM ,Mill,9000000.0,71000.0,ST,24-30,Pro
938,938,T. Barnetta,32,77,77,FC St. Gallen,€7M,€19K,74.0,60.0,79.0,79.0,64.0,76.0,61.0,71.0,72.0,CM CDM CAM ,Mill,7000000.0,19000.0,CM,30-36,Pro
937,937,G. Hoarau,33,77,77,BSC Young Boys,€5.5M,€29K,55.0,63.0,71.0,70.0,82.0,74.0,89.0,52.0,65.0,ST ,Mill,5000000.0,29000.0,ST,30-36,Pro
936,936,V. Behrami,32,77,77,Udinese,€5M,€28K,63.0,90.0,74.0,69.0,56.0,76.0,77.0,63.0,77.0,CM CDM ,Mill,5000000.0,28000.0,CM,30-36,Pro
935,935,Iván Ramis,32,77,77,SD Eibar,€5M,€22K,38.0,84.0,67.0,53.0,54.0,76.0,86.0,38.0,79.0,CB ,Mill,5000000.0,22000.0,CB,30-36,Pro
934,934,D. Reyes,24,77,82,FC Porto,€10M,€13K,63.0,64.0,77.0,67.0,44.0,49.0,69.0,66.0,68.0,CB ,Mill,10000000.0,13000.0,CB,18-24,Pro
932,932,M. Braithwaite,26,77,80,Middlesbrough,€11M,€24K,82.0,75.0,77.0,76.0,77.0,77.0,77.0,86.0,81.0,CAM LM ST ,Mill,11000000.0,24000.0,CA,24-30,Pro
931,931,M. Phillips,26,77,78,West Bromwich Albion,€10.5M,€68K,88.0,55.0,74.0,82.0,69.0,80.0,78.0,86.0,74.0,LM RM ,Mill,10000000.0,68000.0,LM,24-30,Pro
930,930,P. De Blasis,29,77,77,1. FSV Mainz 05,€8.5M,€33K,87.0,72.0,80.0,83.0,71.0,75.0,47.0,75.0,77.0,ST RM LM ,Mill,8000000.0,33000.0,ST,24-30,Pro
929,929,N. Blandi,27,77,78,San Lorenzo de Almagro,€10.5M,€27K,67.0,47.0,75.0,65.0,82.0,75.0,64.0,65.0,74.0,ST ,Mill,10000000.0,27000.0,ST,24-30,Pro
928,928,N. Subotić,28,77,77,Borussia Dortmund,€7M,€53K,51.0,81.0,41.0,39.0,29.0,81.0,78.0,65.0,68.0,CB ,Mill,7000000.0,53000.0,CB,24-30,Pro
924,924,H. Briceldo,25,77,77,Colo-Colo,€10M,€10K,84.0,65.0,69.0,73.0,74.0,84.0,87.0,81.0,56.0,CF ST ,Mill,10000000.0,10000.0,CF,24-30,Pro
987,987,B. Stambouli,26,77,80,FC Schalke 04,€9M,€37K,65.0,78.0,76.0,66.0,50.0,65.0,74.0,65.0,83.0,CB CDM ,Mill,9000000.0,37000.0,CB,24-30,Pro
954,954,I. Popov,29,77,77,Spartak Moscow,€8.5M,€64K,80.0,73.0,79.0,74.0,72.0,79.0,68.0,78.0,75.0,LM CAM ,Mill,8000000.0,64000.0,LM,24-30,Pro
926,926,Juanmi,24,77,83,Real Sociedad,€12.5M,€30K,80.0,57.0,81.0,80.0,80.0,70.0,47.0,78.0,64.0,LM CAM ST ,Mill,12000000.0,30000.0,LM,18-24,Pro
956,956,W. Hoolahan,35,77,77,Norwich City,€3.9M,€31K,65.0,39.0,82.0,82.0,67.0,71.0,53.0,59.0,62.0,LM CAM ,Mill,3000000.0,31000.0,LM,30-36,Pro
973,973,Vitor Hugo,26,77,79,Fiorentina,€9M,€56K,66.0,80.0,49.0,39.0,26.0,49.0,79.0,70.0,66.0,CB ,Mill,9000000.0,56000.0,CB,24-30,Pro
986,986,J. Ďurica,35,77,77,Trabzonspor,€2.1M,€23K,34.0,66.0,62.0,54.0,30.0,83.0,86.0,33.0,68.0,CB ,Mill,2000000.0,23000.0,CB,30-36,Pro
957,957,Sidney Pessinho,25,77,77,Grêmio Foot-Ball Porto Alegrense,€8M,€24K,72.0,77.0,71.0,72.0,56.0,73.0,88.0,72.0,76.0,CM CDM ,Mill,8000000.0,24000.0,CM,24-30,Pro
983,983,B. Ruíz,31,77,77,Sporting CP,€8M,€19K,64.0,33.0,84.0,85.0,65.0,77.0,67.0,66.0,56.0,CF CAM ST LM ,Mill,8000000.0,19000.0,CF,30-36,Pro
982,982,Luís Neto,29,77,77,Fenerbahçe SK,€7M,€59K,57.0,76.0,48.0,49.0,33.0,42.0,64.0,59.0,72.0,CB ,Mill,7000000.0,59000.0,CB,24-30,Pro
981,981,M. Risse,27,77,77,1. FC Köln,€9.5M,€38K,81.0,60.0,76.0,77.0,73.0,84.0,67.0,79.0,72.0,RB RM ,Mill,9000000.0,38000.0,RB,24-30,Pro
980,980,Luis Alberto,24,77,82,Lazio,€12M,€43K,67.0,29.0,81.0,79.0,73.0,68.0,61.0,60.0,47.0,LM LW CAM ,Mill,12000000.0,43000.0,LM,18-24,Pro
979,979,G. Imbula,24,77,82,Toulouse FC,€11.5M,€59K,73.0,65.0,81.0,84.0,51.0,79.0,72.0,71.0,78.0,CDM CM ,Mill,11000000.0,59000.0,CD,18-24,Pro
978,978,E. Durm,25,77,79,Borussia Dortmund,€9M,€48K,83.0,67.0,72.0,64.0,50.0,66.0,66.0,83.0,88.0,RM RB LB ,Mill,9000000.0,48000.0,RM,24-30,Pro
977,977,Juan Jesus,26,77,77,Roma,€7.5M,€56K,78.0,85.0,55.0,60.0,20.0,62.0,84.0,79.0,77.0,LB CB ,Mill,7000000.0,56000.0,LB,24-30,Pro
976,976,D. Pabón,29,77,77,Monterrey,€8.5M,€65K,90.0,74.0,76.0,79.0,77.0,86.0,81.0,86.0,86.0,RW CAM ST LW ,Mill,8000000.0,65000.0,RW,24-30,Pro
975,975,J. Veretout,24,77,83,Fiorentina,€12M,€54K,68.0,65.0,79.0,75.0,73.0,77.0,70.0,64.0,80.0,CDM CM ,Mill,12000000.0,54000.0,CD,18-24,Pro
974,974,T. Arslan,26,77,77,Beşiktaş JK,€9.5M,€52K,75.0,79.0,83.0,80.0,64.0,82.0,65.0,73.0,74.0,CAM CDM CM ,Mill,9000000.0,52000.0,CA,24-30,Pro
984,984,Jordi Amat,25,77,83,Real Betis Balompié,€10.5M,€59K,63.0,82.0,65.0,50.0,34.0,75.0,79.0,72.0,66.0,CB ,Mill,10000000.0,59000.0,CB,24-30,Pro
972,972,Ronaldo Esler,29,77,77,Santos Futebol Clube,€6.5M,€22K,88.0,68.0,71.0,76.0,45.0,78.0,33.0,86.0,82.0,LM LB ,Mill,6000000.0,22000.0,LM,24-30,Pro
969,969,Gazzolisco,29,77,77,Cruzeiro,€6.5M,€32K,81.0,96.0,72.0,71.0,54.0,84.0,82.0,82.0,89.0,LM LB ,Mill,6000000.0,32000.0,LM,24-30,Pro
968,968,P. Pérez,31,77,77,Boca Juniors,€7.5M,€27K,70.0,92.0,79.0,69.0,61.0,69.0,79.0,71.0,78.0,CM ,Mill,7000000.0,27000.0,CM,30-36,Pro
958,958,A. Potuk,26,77,80,Fenerbahçe SK,€11M,€66K,87.0,78.0,76.0,82.0,66.0,74.0,61.0,86.0,72.0,RM LM CAM ,Mill,11000000.0,66000.0,RM,24-30,Pro
967,967,Jozabed,26,77,80,RC Celta de Vigo,€11M,€27K,67.0,58.0,80.0,72.0,73.0,71.0,66.0,65.0,68.0,CM CDM CAM ,Mill,11000000.0,27000.0,CM,24-30,Pro
966,966,Rúben Neves,20,77,86,Wolverhampton Wanderers,€12M,€39K,65.0,70.0,76.0,73.0,62.0,78.0,70.0,66.0,74.0,CM CDM ,Mill,12000000.0,39000.0,CM,18-24,Pro
965,965,O. Duarte,28,77,77,RCD Espanyol,€7M,€30K,60.0,75.0,59.0,48.0,26.0,47.0,74.0,69.0,64.0,CDM CB ,Mill,7000000.0,30000.0,CD,24-30,Pro
964,964,Bruno,27,77,80,Getafe CF,€9M,€24K,34.0,81.0,64.0,34.0,23.0,66.0,86.0,39.0,75.0,CB ,Mill,9000000.0,24000.0,CB,24-30,Pro
963,963,M. Andreolli,31,77,77,Cagliari,€6M,€50K,44.0,78.0,55.0,49.0,16.0,59.0,81.0,65.0,42.0,CB ,Mill,6000000.0,50000.0,CB,30-36,Pro
962,962,A. Carrillo,26,77,78,Watford,€10.5M,€15K,86.0,53.0,79.0,79.0,71.0,76.0,72.0,83.0,65.0,LM RM ,Mill,10000000.0,15000.0,LM,24-30,Pro
959,959,F. Pogba,26,77,80,AS Saint-Étienne,€9M,€35K,63.0,82.0,59.0,54.0,21.0,77.0,92.0,69.0,74.0,LB CB ,Mill,9000000.0,35000.0,LB,24-30,Pro
971,971,M. Gamonales,29,77,77,Universidad de Chile,€6.5M,€15K,84.0,73.0,75.0,76.0,69.0,72.0,68.0,76.0,88.0,CM RM RB ,Mill,6000000.0,15000.0,CM,24-30,Pro
1392,1392,P. Aguilar,31,76,76,Club América,€5M,€53K,87.0,75.0,71.0,68.0,59.0,70.0,67.0,81.0,90.0,RB ,Mill,5000000.0,53000.0,RB,30-36,Pro
1389,1389,M. Dabbur,25,76,79,FC Red Bull Salzburg,€10M,€38K,78.0,33.0,78.0,78.0,76.0,73.0,77.0,81.0,81.0,LW CAM ST ,Mill,10000000.0,38000.0,LW,24-30,Pro
1390,1390,Rosberto Dourado,29,76,76,Clube Atlético Mineiro,€6M,€37K,78.0,75.0,71.0,77.0,51.0,42.0,68.0,81.0,91.0,CAM CM CDM ,Mill,6000000.0,37000.0,CA,24-30,Pro
1391,1391,M. Izco,34,76,76,Crotone,€3.7M,€16K,69.0,72.0,78.0,78.0,54.0,82.0,72.0,74.0,77.0,CDM CM ,Mill,3000000.0,16000.0,CD,30-36,Pro
1556,1556,Javi Espinosa,24,76,81,Granada CF,€10.5M,€23K,74.0,49.0,79.0,81.0,65.0,59.0,56.0,71.0,69.0,CM RM CAM ,Mill,10000000.0,23000.0,CM,18-24,Pro
1393,1393,S. Mounié,22,76,83,Huddersfield Town,€11M,€50K,75.0,78.0,72.0,64.0,77.0,78.0,87.0,74.0,72.0,ST ,Mill,11000000.0,50000.0,ST,18-24,Pro
